Hotels,Distance,District,Price,Rating,Stars,Comments,Link,Descriptions
Enjoybcn Gaudi Apartments,"a 2,1 km del centro","Eixample, Barcelona",€ 1.460,"8,5",4 de 5,313 comentarios,https://www.booking.com/hotel/es/enjoybcn-sagrada-familia-apartaments.es.html?aid=304142&label=gen173nr-1FCAEoggI46AdIClgEaEaIAQGYAQq4AQfIAQ_YAQHoAQH4AQKIAgGoAgO4Asn6_60GwAIB0gIkMjEwMDY0MTMtNzgxMi00YmVlLTkwYjMtMGVmZDZlNDI4NWM42AIF4AIB&ucfs=1&arphpl=1&checkin=2024-02-19&checkout=2024-02-24&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=1&hapos=901&sr_order=popularity&srpvid=d6a694ee68d90259&srepoch=1707081385&all_sr_blocks=43626106_333207852_4_2_0&highlighted_blocks=43626106_333207852_4_2_0&matching_block_id=43626106_333207852_4_2_0&sr_pri_blocks=43626106_333207852_4_2_0__146000&from=searchresults#hotelTmpl,"El Enjoybcn Sagrada Familia Apartments ofrece terraza en la azotea con vistas a la Sagrada Familia, situada a solo 100 metros. Todos los apartamentos son elegantes y tienen aire acondicionado, WiFi gratuita y zona de cocina moderna.

Los apartamentos del Enjoybcn son luminosos y modernos. Hay salón con TV de pantalla plana y reproductor de DVD. La zona de cocina cuenta con vitrocerámica, horno, microondas y lavavajillas.

En la avenida de Gaudí encontrará gran variedad de cafeterías, restaurantes y establecimientos de comida rápida. Las tiendas de recuerdos y las tiendas están a 5 minutos a pie.

El Enjoybcn Sagrada Familia Apartments está a 100 metros de la estación de metro Sagrada Familia y a 5 solo minutos en metro del centro de la ciudad de Barcelona. Los autobuses locales y de excursiones también paran en las inmediaciones."
Homenfun Barcelona Sagrada Familia Marina,"a 1,8 km del centro","Eixample, Barcelona",€ 1.106,"6,8",3 de 5,51 comentarios,https://www.booking.com/hotel/es/homenfun-sagrada-familia-views.es.html?aid=304142&label=gen173nr-1FCAEoggI46AdIClgEaEaIAQGYAQq4AQfIAQ_YAQHoAQH4AQKIAgGoAgO4Asn6_60GwAIB0gIkMjEwMDY0MTMtNzgxMi00YmVlLTkwYjMtMGVmZDZlNDI4NWM42AIF4AIB&ucfs=1&arphpl=1&checkin=2024-02-19&checkout=2024-02-24&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=2&hapos=902&sr_order=popularity&srpvid=d6a694ee68d90259&srepoch=1707081385&all_sr_blocks=784840502_337988737_3_0_0&highlighted_blocks=784840502_337988737_3_0_0&matching_block_id=784840502_337988737_3_0_0&sr_pri_blocks=784840502_337988737_3_0_0__110570&from=searchresults#hotelTmpl,"Homenfun Barcelona Sagrada Familia Marina se encuentra a 2,7 km de Platja de la Nova Icària y ofrece alojamiento con balcón y wifi gratis.

Todas las unidades tienen aire acondicionado y disponen de baño privado, TV de pantalla plana, cocina totalmente equipada y terraza.

Cerca del alojamiento hay puntos de interés como Sagrada Familia, Casa Batlló y La Pedrera. El aeropuerto más cercano (Aeropuerto de Barcelona - El Prat) está a 15 km del alojamiento."
Apartment Camp Nou- Travessera de les Corts by Interhome,"a 3,7 km del centro","Les Corts, Barcelona",€ 1.058,"8,1",3 de 5,12 comentarios,https://www.booking.com/hotel/es/apartment-barcelona-barcelona.es.html?aid=304142&label=gen173nr-1FCAEoggI46AdIClgEaEaIAQGYAQq4AQfIAQ_YAQHoAQH4AQKIAgGoAgO4Asn6_60GwAIB0gIkMjEwMDY0MTMtNzgxMi00YmVlLTkwYjMtMGVmZDZlNDI4NWM42AIF4AIB&ucfs=1&arphpl=1&checkin=2024-02-19&checkout=2024-02-24&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=3&hapos=903&sr_order=popularity&srpvid=d6a694ee68d90259&srepoch=1707081385&all_sr_blocks=74188101_295897550_6_0_0&highlighted_blocks=74188101_295897550_6_0_0&matching_block_id=74188101_295897550_6_0_0&sr_pri_blocks=74188101_295897550_6_0_0__105800&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,"Apartment Camp Nou- Travessera de les Corts by Interhome se encuentra en Barcelona, a menos de 1 km de Camp Nou y a 1,8 km de Estación de tren de Sants, y ofrece wifi gratis y aire acondicionado. Este apartamento de 3 estrellas está a 3,2 km de Fuente Mágica de Montjuïc.

El apartamento cuenta con 3 dormitorios, una cocina con nevera y horno, y 1 baño con ducha, secador de pelo y lavadora. Se ofrece TV de pantalla plana y reproductor de DVD.

La Pedrera está a 4,2 km del alojamiento, y Casa Batlló está a 4,4 km. El aeropuerto más cercano (Aeropuerto de Barcelona - El Prat) está a 11 km del alojamiento."
Alcam Bailen Garden,a 1 km del centro,"Eixample, Barcelona",€ 1.093,"6,5",3 de 5,28 comentarios,https://www.booking.com/hotel/es/alcam-bailen-garden.es.html?aid=304142&label=gen173nr-1FCAEoggI46AdIClgEaEaIAQGYAQq4AQfIAQ_YAQHoAQH4AQKIAgGoAgO4Asn6_60GwAIB0gIkMjEwMDY0MTMtNzgxMi00YmVlLTkwYjMtMGVmZDZlNDI4NWM42AIF4AIB&ucfs=1&arphpl=1&checkin=2024-02-19&checkout=2024-02-24&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=4&hapos=904&sr_order=popularity&srpvid=d6a694ee68d90259&srepoch=1707081385&all_sr_blocks=107204001_138922877_0_0_0&highlighted_blocks=107204001_138922877_0_0_0&matching_block_id=107204001_138922877_0_0_0&sr_pri_blocks=107204001_138922877_0_0_0__109335&from=searchresults#hotelTmpl,"El Alcam Bailén Garden es un complejo moderno de apartamentos situado en el centro de Barcelona, ​​a 15 minutos a pie de la Sagrada Familia. La conexión Wi-Fi es gratuita.

El establecimiento se halla a 400 metros de la plaza de Tetuán y a 850 metros del paseo de Gracia, donde se encuentran algunos lugares de interés de la ciudad, como La Pedrera y la Casa Batlló.

El apartamento del Alcam Bailén Garden dispone de aire acondicionado, terraza privada con muebles de exterior, zona de estar con sofá cama y TV de pantalla plana, cocina totalmente equipada y baño con secador de pelo. Incluye la ropa de cama y las toallas.

La zona está llena de bares, restaurantes y tiendas, y goza de buenas conexiones en transporte público. El apartamento se halla a 2 minutos a pie de la estación de metro más cercana, la de Girona, y a 10 minutos a pie de la estación de trenes de Barcelona-Arc de Triomf. El aeropuerto de Barcelona-El Prat está a 25 minutos en coche."
Walk To Las Ramblas Sun-filled&cozy,"a 1,6 km del centro","Sants-Montjuïc, Barcelona",€ 1.179,"8,7",3 de 5,3 comentarios,https://www.booking.com/hotel/es/walk-to-las-ramblas-from-sun-filled-amp-cozy-apartment.es.html?aid=304142&label=gen173nr-1FCAEoggI46AdIClgEaEaIAQGYAQq4AQfIAQ_YAQHoAQH4AQKIAgGoAgO4Asn6_60GwAIB0gIkMjEwMDY0MTMtNzgxMi00YmVlLTkwYjMtMGVmZDZlNDI4NWM42AIF4AIB&ucfs=1&arphpl=1&checkin=2024-02-19&checkout=2024-02-24&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=5&hapos=905&sr_order=popularity&srpvid=d6a694ee68d90259&srepoch=1707081385&all_sr_blocks=639122401_264440969_4_0_0&highlighted_blocks=639122401_264440969_4_0_0&matching_block_id=639122401_264440969_4_0_0&sr_pri_blocks=639122401_264440969_4_0_0__117900&from=searchresults#hotelTmpl,"Walk To Las Ramblas Sun-filled&cozy está en Barcelona, a 2,9 km de Platja de Sant Miquel y a 2,9 km de Platja del Somorrostro, y ofrece wifi gratis, terraza y aire acondicionado. Este apartamento está a 2,9 km de Platja de la Barceloneta y a 1,8 km de Museo Picasso.

El apartamento tiene balcón, 2 dormitorios, sala de estar y cocina bien equipada con nevera y lavavajillas. Hay toallas y ropa de cama en el apartamento.

Cerca del alojamiento hay puntos de interés como Fuente Mágica de Montjuïc, Santa María del Mar y Plaza Cataluña. El aeropuerto (Aeropuerto de Barcelona - El Prat) está a 11 km."
Alcam Les Corts,"a 3,5 km del centro","Les Corts, Barcelona",€ 1.190,"7,4",3 de 5,18 comentarios,https://www.booking.com/hotel/es/alcam-les-corts.es.html?aid=304142&label=gen173nr-1FCAEoggI46AdIClgEaEaIAQGYAQq4AQfIAQ_YAQHoAQH4AQKIAgGoAgO4Asn6_60GwAIB0gIkMjEwMDY0MTMtNzgxMi00YmVlLTkwYjMtMGVmZDZlNDI4NWM42AIF4AIB&ucfs=1&arphpl=1&checkin=2024-02-19&checkout=2024-02-24&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=6&hapos=906&sr_order=popularity&srpvid=d6a694ee68d90259&srepoch=1707081385&all_sr_blocks=1039207102_376394646_0_0_0&highlighted_blocks=1039207102_376394646_0_0_0&matching_block_id=1039207102_376394646_0_0_0&sr_pri_blocks=1039207102_376394646_0_0_0__119025&from=searchresults#hotelTmpl,"Alcam Les Corts está a 15 min a pie de Camp Nou, en Barcelona, y ofrece alojamiento con aire acondicionado y wifi gratis.

El alojamiento está equipado con TV de pantalla plana y baño privado con ducha, bañeray secador de pelo. La cocina tiene nevera, lavavajillas y horno. También hay microondas y tostadora, además de cafetera y hervidor.

Estación de tren de Sants está a 17 min a pie del alojamiento, y Fuente Mágica de Montjuïc está a 2,9 km. El aeropuerto más cercano (Aeropuerto de Barcelona - El Prat) está a 11 km."
Spacious Sagrada Familia By MyRentalHost,"a 3,2 km del centro","Horta-Guinardó, Barcelona",€ 1.266,"8,5",4 de 5,11 comentarios,https://www.booking.com/hotel/es/sagrada-familia-fully-equipped-2-bed-2-bathroom-spacious-oasis-apartment-with-la.es.html?aid=304142&label=gen173nr-1FCAEoggI46AdIClgEaEaIAQGYAQq4AQfIAQ_YAQHoAQH4AQKIAgGoAgO4Asn6_60GwAIB0gIkMjEwMDY0MTMtNzgxMi00YmVlLTkwYjMtMGVmZDZlNDI4NWM42AIF4AIB&ucfs=1&arphpl=1&checkin=2024-02-19&checkout=2024-02-24&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=7&hapos=907&sr_order=popularity&srpvid=d6a694ee68d90259&srepoch=1707081385&all_sr_blocks=640197302_339649695_4_0_0&highlighted_blocks=640197302_339649695_4_0_0&matching_block_id=640197302_339649695_4_0_0&sr_pri_blocks=640197302_339649695_4_0_0__126550&from=searchresults#hotelTmpl,"Spacious Sagrada Familia By MyRentalHost está en Barcelona, a 18 min a pie de Sagrada Familia y a 3,1 km de La Pedrera, y dispone de alojamiento con wifi gratis, aire acondicionado, jardín y terraza. Este apartamento ofrece alojamiento con balcón.

El apartamento dispone de TV. La cocina está equipada con nevera, lavavajillas y horno, además de cafetera y hervidor.

Casa Batlló está a 3,6 km del alojamiento, y Parque Güell está a 3,9 km. El aeropuerto más cercano (Aeropuerto de Barcelona - El Prat) está a 16 km del alojamiento, que ofrece servicio de traslado de pago para ir o volver del aeropuerto."
Cozy Flat Barcelona,a 3 km del centro,"Sant Martí, Barcelona",€ 1.135,"9,0",4 de 5,1 comentario,https://www.booking.com/hotel/es/cozy-flat-barcelona-barcelona.es.html?aid=304142&label=gen173nr-1FCAEoggI46AdIClgEaEaIAQGYAQq4AQfIAQ_YAQHoAQH4AQKIAgGoAgO4Asn6_60GwAIB0gIkMjEwMDY0MTMtNzgxMi00YmVlLTkwYjMtMGVmZDZlNDI4NWM42AIF4AIB&ucfs=1&arphpl=1&checkin=2024-02-19&checkout=2024-02-24&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=8&hapos=908&sr_order=popularity&srpvid=d6a694ee68d90259&srepoch=1707081385&all_sr_blocks=1052776501_377472150_0_0_0&highlighted_blocks=1052776501_377472150_0_0_0&matching_block_id=1052776501_377472150_0_0_0&sr_pri_blocks=1052776501_377472150_0_0_0__113500&from=searchresults#hotelTmpl,"Cozy Flat Barcelona, que tiene vistas a la ciudad, dispone de alojamiento con terraza y hervidor a unos 15 min a pie de Playa de la Mar Bella. Platja del Bogatell y Platja de la Nova Mar Bella están a 15 min a pie y a 1,6 km del apartamento, y hay wifi gratis.

Este apartamento con aire acondicionado consta de 2 dormitorios, una sala de estar, una cocina totalmente equipada con nevera y cafetera, y 1 baño con ducha y secador de pelo. Hay toallas y ropa de cama en el apartamento.

Port Olimpic está a 3,3 km del alojamiento, y Sagrada Familia está a 3,4 km. El aeropuerto más cercano (Aeropuerto de Barcelona - El Prat) está a 16 km."
02 Apartamento 1-2,"a 0,6 km del centro","Ciutat Vella, Barcelona",€ 815,"4,5",4 de 5,30 comentarios,https://www.booking.com/hotel/es/apartamento-1-2-barcelona.es.html?aid=304142&label=gen173nr-1FCAEoggI46AdIClgEaEaIAQGYAQq4AQfIAQ_YAQHoAQH4AQKIAgGoAgO4Asn6_60GwAIB0gIkMjEwMDY0MTMtNzgxMi00YmVlLTkwYjMtMGVmZDZlNDI4NWM42AIF4AIB&ucfs=1&arphpl=1&checkin=2024-02-19&checkout=2024-02-24&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=9&hapos=909&sr_order=popularity&srpvid=d6a694ee68d90259&srepoch=1707081385&all_sr_blocks=829942101_347635581_2_0_0&highlighted_blocks=829942101_347635581_2_0_0&matching_block_id=829942101_347635581_2_0_0&sr_pri_blocks=829942101_347635581_2_0_0__81500&from=searchresults#hotelTmpl,"02 Apartamento 1-2 se encuentra en el corazón de Barcelona, a poca distancia de Platja del Somorrostro y Catedral de Barcelona. Ofrece equipamiento como wifi gratis, aire acondicionado, fogones y cafetera. Este apartamento está a 2,1 km de Platja de la Barceloneta y a 2,2 km de Platja de Sant Miquel.

El apartamento tiene 2 dormitorios, una cocina totalmente equipada con nevera y microondas, y 1 baño con ducha y secador de pelo. Hay toallas y ropa de cama en el apartamento.

Cerca del alojamiento hay puntos de interés como Santa María del Mar, Museo Picasso y Palacio de la Música Catalana. El aeropuerto más cercano (Aeropuerto de Barcelona - El Prat) está a 13 km."
Habitaciones en Barcelona,"a 3,8 km del centro","Sant Andreu, Barcelona",€ 673,"7,8",5 de 5,17 comentarios,https://www.booking.com/hotel/es/habitaciones-en-barcelona-barcelona1.es.html?aid=304142&label=gen173nr-1FCAEoggI46AdIClgEaEaIAQGYAQq4AQfIAQ_YAQHoAQH4AQKIAgGoAgO4Asn6_60GwAIB0gIkMjEwMDY0MTMtNzgxMi00YmVlLTkwYjMtMGVmZDZlNDI4NWM42AIF4AIB&ucfs=1&arphpl=1&checkin=2024-02-19&checkout=2024-02-24&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=10&hapos=910&sr_order=popularity&srpvid=d6a694ee68d90259&srepoch=1707081385&all_sr_blocks=1089486001_381951745_2_0_0&highlighted_blocks=1089486001_381951745_2_0_0&matching_block_id=1089486001_381951745_2_0_0&sr_pri_blocks=1089486001_381951745_2_0_0__67250&from=searchresults#hotelTmpl,"Habitaciones en Barcelona está en el barrio de Sant Andreu, en Barcelona, a 2,2 km de Sagrada Familia y a 3,7 km de La Pedrera. Hay wifi gratis en todo el alojamiento.

Casa Batlló está a 3,8 km del alojamiento, y Paseo de Gracia está a 4,2 km. El aeropuerto más cercano (Aeropuerto de Barcelona - El Prat) está a 17 km."
Alcam Baro SA,"a 3,3 km del centro","Horta-Guinardó, Barcelona",€ 1.176,10,3 de 5,1 comentario,https://www.booking.com/hotel/es/alcam-baro-sa.es.html?aid=304142&label=gen173nr-1FCAEoggI46AdIClgEaEaIAQGYAQq4AQfIAQ_YAQHoAQH4AQKIAgGoAgO4Asn6_60GwAIB0gIkMjEwMDY0MTMtNzgxMi00YmVlLTkwYjMtMGVmZDZlNDI4NWM42AIF4AIB&ucfs=1&arphpl=1&checkin=2024-02-19&checkout=2024-02-24&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=11&hapos=911&sr_order=popularity&srpvid=d6a694ee68d90259&srepoch=1707081385&all_sr_blocks=1140400001_386908609_0_0_0&highlighted_blocks=1140400001_386908609_0_0_0&matching_block_id=1140400001_386908609_0_0_0&sr_pri_blocks=1140400001_386908609_0_0_0__117600&from=searchresults#hotelTmpl,"Alcam Baro SA está a 2 km de Sagrada Familia y a 16 min a pie de Parque Güell, y ofrece wifi gratis y terraza. Este apartamento tiene acceso a un balcón.

El apartamento dispone de 2 dormitorios, cocina con lavavajillas y horno, lavadora y 2 baños con secador de pelo. Se ofrece TV de pantalla plana.

La Pedrera está a 3,5 km del alojamiento, y Casa Batlló está a 4 km. El aeropuerto más cercano (Aeropuerto de Barcelona - El Prat) está a 16 km del alojamiento."
"Mandarin Oriental, Barcelona","a 0,5 km del centro","Eixample, Barcelona",€ 4.386,"9,0",4 de 5,411 comentarios,https://www.booking.com/hotel/es/mandarin-oriental-barcelona.es.html?aid=304142&label=gen173nr-1FCAEoggI46AdIClgEaEaIAQGYAQq4AQfIAQ_YAQHoAQH4AQKIAgGoAgO4Asn6_60GwAIB0gIkMjEwMDY0MTMtNzgxMi00YmVlLTkwYjMtMGVmZDZlNDI4NWM42AIF4AIB&ucfs=1&arphpl=1&checkin=2024-02-19&checkout=2024-02-24&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=12&hapos=912&sr_order=popularity&srpvid=d6a694ee68d90259&srepoch=1707081385&all_sr_blocks=25280304_189736666_2_2_0&highlighted_blocks=25280304_189736666_2_2_0&matching_block_id=25280304_189736666_2_2_0&sr_pri_blocks=25280304_189736666_2_2_0__438630&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,"El lujoso Mandarin Oriental Barcelona está situado en el elegante Passeig de Gràcia, en Barcelona, a menos de 5 minutos a pie de la Casa Batlló de Gaudí y La Pedrera. La Plaça Catalunya queda a solo 10 minutos a pie. El hotel goza de vistas a la ciudad y servicio de habitaciones las 24 horas y alberga un spa, una piscina en la azotea, una piscina cubierta y un centro de fitness.

Las amplias habitaciones presentan un diseño minimalista luminoso. Incluyen home cinema, zona de estar, TV de pantalla plana de gran tamaño, reproductor de CD y DVD. Los baños cuentan con bañera grande o ducha, artículos de aseo Acqua di Parma gratuitos, albornoz y zapatillas.

Además, se puede comer al aire libre en el jardín Mimosa y descubrir la terraza de la azotea, llamada Terrat, donde se pueden degustar cócteles y comida peruana. El bar Banker's también sirve cócteles y tapas.

El spa del Mandarin Oriental ofrece una amplia variedad de tratamientos. El acceso al spa es gratuito e incluye piscina cubierta, bañera de hidromasaje, hammam y gimnasio abierto las 24 horas. El spa también alberga suites para parejas. En el gimnasio se proporcionan auriculares, toallas y bebidas frías.

El establecimiento ofrece recepción abierta las 24 horas, mostrador de información turística y servicio de alquiler de coches. Hay aparcamiento en la zona, disponible por un suplemento."
Magnificent apartment close to the beach,"a 5,6 km del centro","Gracia, Barcelona",€ 1.030,"7,0",3 de 5,31 comentarios,https://www.booking.com/hotel/es/magnificent-apartment-close-to-the-beach.es.html?aid=304142&label=gen173nr-1FCAEoggI46AdIClgEaEaIAQGYAQq4AQfIAQ_YAQHoAQH4AQKIAgGoAgO4Asn6_60GwAIB0gIkMjEwMDY0MTMtNzgxMi00YmVlLTkwYjMtMGVmZDZlNDI4NWM42AIF4AIB&ucfs=1&arphpl=1&checkin=2024-02-19&checkout=2024-02-24&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=13&hapos=913&sr_order=popularity&srpvid=d6a694ee68d90259&srepoch=1707081385&all_sr_blocks=599115201_333377898_2_0_0&highlighted_blocks=599115201_333377898_2_0_0&matching_block_id=599115201_333377898_2_0_0&sr_pri_blocks=599115201_333377898_2_0_0__103000&from=searchresults#hotelTmpl,"Magnificent apartment close to the beach está en Barcelona, a 12 min a pie de Platja del Fòrum, a 1,5 km de Platja del Litoral y a 1,7 km de Platja de Llevant, y dispone de balcón. Ofrece terraza y piscina de temporada al aire libre.

Este apartamento con aire acondicionado consta de 3 dormitorios, una sala de estar, una cocina totalmente equipada con nevera y hervidor, y 2 baños con ducha y secador de pelo. Hay toallas y ropa de cama en el apartamento.

Port Olimpic está a 5 km del alojamiento, y Sagrada Familia está a 5,1 km. El aeropuerto (Aeropuerto de Barcelona - El Prat) está a 18 km."
Studio Gracia By MyRentalHost,"a 1,6 km del centro","Eixample, Barcelona",€ 1.233,"7,7",4 de 5,293 comentarios externos,https://www.booking.com/hotel/es/super-studio-in-the-heart-of-trendy-gracia-ref-mrhaw.es.html?aid=304142&label=gen173nr-1FCAEoggI46AdIClgEaEaIAQGYAQq4AQfIAQ_YAQHoAQH4AQKIAgGoAgO4Asn6_60GwAIB0gIkMjEwMDY0MTMtNzgxMi00YmVlLTkwYjMtMGVmZDZlNDI4NWM42AIF4AIB&ucfs=1&arphpl=1&checkin=2024-02-19&checkout=2024-02-24&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=14&hapos=914&sr_order=popularity&srpvid=d6a694ee68d90259&srepoch=1707081385&all_sr_blocks=640198002_339649692_3_0_0&highlighted_blocks=640198002_339649692_3_0_0&matching_block_id=640198002_339649692_3_0_0&sr_pri_blocks=640198002_339649692_3_0_0__123250&from=searchresults#hotelTmpl,"Studio Gracia By MyRentalHost se encuentra en Barcelona, a 6 min a pie de La Pedrera y a 1,1 km de Casa Batlló, y ofrece wifi gratis y aire acondicionado. Este apartamento está a 2,9 km de Palacio de la Música Catalana y a 1,9 km de Sagrada Familia.

Este apartamento ofrece TV de pantalla plana por cable, zona de estar y reproductor de CD. La cocina cuenta con nevera, lavavajillas y horno, y hay ducha, artículos de aseo gratuitos y secador de pelo.

El apartamento ofrece servicio de alquiler de bicicletas.

Cerca del alojamiento hay puntos de interés como Paseo de Gracia, Estación de metro Passeig de Gràcia y Teatro Tívoli. El aeropuerto más cercano (Aeropuerto de Barcelona - El Prat) está a 15 km del alojamiento."
Casa Cosi - Eixample 1,"a 1,1 km del centro","Eixample, Barcelona",€ 1.339,"9,3",4 de 5,4 comentarios,https://www.booking.com/hotel/es/casa-cosi-eixample-1.es.html?aid=304142&label=gen173nr-1FCAEoggI46AdIClgEaEaIAQGYAQq4AQfIAQ_YAQHoAQH4AQKIAgGoAgO4Asn6_60GwAIB0gIkMjEwMDY0MTMtNzgxMi00YmVlLTkwYjMtMGVmZDZlNDI4NWM42AIF4AIB&ucfs=1&arphpl=1&checkin=2024-02-19&checkout=2024-02-24&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=15&hapos=915&sr_order=popularity&srpvid=d6a694ee68d90259&srepoch=1707081385&all_sr_blocks=499481001_377071532_0_0_0&highlighted_blocks=499481001_377071532_0_0_0&matching_block_id=499481001_377071532_0_0_0&sr_pri_blocks=499481001_377071532_0_0_0__133869&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,"Casa Cosi - Eixample 1 se encuentra en Barcelona, a 12 min a pie de Casa Batlló y a 1,3 km de Paseo de Gracia, y ofrece alojamiento con equipamiento como wifi gratis y TV de pantalla plana. Este apartamento está a 19 min a pie de Mercado de la Boquería y a 1,5 km de Teatro Tívoli.

Este apartamento con aire acondicionado consta de 2 dormitorios, una sala de estar, una cocina totalmente equipada con nevera y cafetera, y 1 baño con ducha y secador de pelo. Hay toallas y ropa de cama en el apartamento.

Cerca del alojamiento hay puntos de interés como Plaza Cataluña, Estación de metro Passeig de Gràcia y La Pedrera. El aeropuerto más cercano (Aeropuerto de Barcelona - El Prat) está a 12 km del alojamiento."
Consell de Cent Apartment,"a 0,6 km del centro","Eixample, Barcelona",€ 1.700,"9,2",4 de 5,76 comentarios,https://www.booking.com/hotel/es/consell-de-cent-apartment.es.html?aid=304142&label=gen173nr-1FCAEoggI46AdIClgEaEaIAQGYAQq4AQfIAQ_YAQHoAQH4AQKIAgGoAgO4Asn6_60GwAIB0gIkMjEwMDY0MTMtNzgxMi00YmVlLTkwYjMtMGVmZDZlNDI4NWM42AIF4AIB&ucfs=1&arphpl=1&checkin=2024-02-19&checkout=2024-02-24&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=16&hapos=916&sr_order=popularity&srpvid=d6a694ee68d90259&srepoch=1707081385&all_sr_blocks=114253301_89996970_2_0_0&highlighted_blocks=114253301_89996970_2_0_0&matching_block_id=114253301_89996970_2_0_0&sr_pri_blocks=114253301_89996970_2_0_0__170000&from=searchresults#hotelTmpl,"El Consell de Cent Apartment es un alojamiento independiente situado en el centro de Barcelona, a solo 150 metros de la Rambla de Catalunya. Hay conexión WiFi gratuita.

El establecimiento se encuentra a 8 minutos a pie de la plaza Catalunya y a 400 metros del paseo de Gracia.

El apartamento tiene aire acondicionado, vistas a la ciudad, ascensor, 2 dormitorios y baño con ducha y secador de pelo. Se proporcionan toallas y ropa de cama.

La sala de estar tiene sofá con chaise longue y TV de pantalla plana, mientras que la cocina de planta abierta cuenta con electrodomésticos modernos, como lavavajillas y horno.

El aeropuerto de Barcelona-El Prat está a 15 minutos en coche."
CCIB Forum Deluxe Apartment,"a 5,3 km del centro","Ciutat Vella, Barcelona",€ 1.445,"9,0",3 de 5,14 comentarios,https://www.booking.com/hotel/es/forum-apartment-barcelona.es.html?aid=304142&label=gen173nr-1FCAEoggI46AdIClgEaEaIAQGYAQq4AQfIAQ_YAQHoAQH4AQKIAgGoAgO4Asn6_60GwAIB0gIkMjEwMDY0MTMtNzgxMi00YmVlLTkwYjMtMGVmZDZlNDI4NWM42AIF4AIB&ucfs=1&arphpl=1&checkin=2024-02-19&checkout=2024-02-24&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=17&hapos=917&sr_order=popularity&srpvid=d6a694ee68d90259&srepoch=1707081385&all_sr_blocks=131626301_368587688_0_0_0&highlighted_blocks=131626301_368587688_0_0_0&matching_block_id=131626301_368587688_0_0_0&sr_pri_blocks=131626301_368587688_0_0_0__144500&from=searchresults#hotelTmpl,"CCIB Forum Deluxe Apartment, que cuenta con vistas a la ciudad, ofrece alojamiento con balcón y hervidor a unos 15 min a pie de Platja de Llevant. Este alojamiento está a 13 min a pie de Platja del Fòrum y ofrece wifi gratis y parking privado en el propio alojamiento.

Este apartamento con aire acondicionado consta de 3 dormitorios, una sala de estar, una cocina totalmente equipada con nevera y cafetera, y 2 baños con bidet y ducha. Hay toallas y ropa de cama en el apartamento.

Platja del Litoral está a 19 min a pie del alojamiento, y Playa de la Mar Bella está a 2 km. El aeropuerto más cercano (Aeropuerto de Barcelona - El Prat) está a 17 km."
